,time,model,driving,connected,soc,charge_need,cadaster
9,10,Volkswagen ID.3,False,True,44.195,0.8049999999999997,79514:001:0032
10,11,Volkswagen ID.3,False,True,45.0,0.0,79514:001:0032
11,12,Volkswagen ID.3,False,True,45.0,0.0,79514:001:0032
12,13,Volkswagen ID.3,True,False,45.0,0.0,79514:001:0032
13,14,Volkswagen ID.3,False,True,35.72396145250735,7.200000000000003,79514:001:0032
14,15,Volkswagen ID.3,True,False,42.923961452507356,0.0,79514:001:0032
15,16,Volkswagen ID.3,False,True,38.12340873796285,6.876591262037152,79514:001:0032
16,17,Volkswagen ID.3,True,False,45.0,0.0,79514:001:0032
17,18,Volkswagen ID.3,False,True,32.78452152706938,7.200000000000003,79514:001:0032
18,19,Volkswagen ID.3,True,False,39.98452152706938,0.0,79508:003:0003
19,20,Volkswagen ID.3,False,True,31.703176556776583,7.200000000000003,79508:003:0003
20,21,Volkswagen ID.3,True,False,38.903176556776586,0.0,79508:003:0003
21,22,Volkswagen ID.3,True,False,31.922207003220365,0.0,79508:003:0003
22,23,Volkswagen ID.3,False,True,31.117207003220365,7.200000000000003,79508:003:0003
23,24,Volkswagen ID.3,True,False,38.31720700322037,0.0,79508:003:0003
0,1,Renault Zoe,True,False,36.25,0.0,79508:008:0026
1,2,Renault Zoe,False,True,25.18822937915125,15.811770620848751,79508:008:0026
2,3,Renault Zoe,False,True,41.0,0.0,79508:008:0026
3,4,Renault Zoe,False,True,41.0,0.0,79508:008:0026
4,5,Renault Zoe,False,True,41.0,0.0,79508:008:0026
5,6,Renault Zoe,False,True,41.0,0.0,79508:008:0026
6,7,Renault Zoe,True,False,41.0,0.0,79504:078:0039
7,8,Renault Zoe,False,True,40.18,0.8200000000000003,79504:078:0039
8,9,Renault Zoe,True,False,41.0,0.0,79504:078:0039
9,10,Renault Zoe,False,True,37.07739087783391,3.9226091221660866,79504:078:0039
10,11,Renault Zoe,False,True,41.0,0.0,79504:078:0039
11,12,Renault Zoe,True,False,41.0,0.0,79504:078:0039
12,13,Renault Zoe,False,True,40.18,0.8200000000000003,79504:078:0039
13,14,Renault Zoe,False,True,41.0,0.0,79504:078:0039
14,15,Renault Zoe,False,True,41.0,0.0,79504:078:0039
15,16,Renault Zoe,False,True,41.0,0.0,79504:078:0039
16,17,Renault Zoe,True,False,41.0,0.0,79504:078:0039
17,18,Renault Zoe,False,True,33.826514369532205,7.173485630467795,79504:078:0039
18,19,Renault Zoe,True,False,41.0,0.0,79508:008:0026
19,20,Renault Zoe,False,True,38.87416872821481,2.125831271785188,79508:008:0026
20,21,Renault Zoe,False,True,41.0,0.0,79508:008:0026
21,22,Renault Zoe,True,False,41.0,0.0,79508:008:0026
22,23,Renault Zoe,False,True,32.61760675225351,8.382393247746492,79508:008:0026
23,24,Renault Zoe,True,False,41.0,0.0,79508:008:0026
0,1,Volkswagen ID.3,False,True,36.25,7.200000000000003,79504:089:0028
1,2,Volkswagen ID.3,True,False,43.45,0.0,79504:089:0028
2,3,Volkswagen ID.3,False,True,31.224817003904583,7.200000000000003,79504:089:0028
3,4,Volkswagen ID.3,False,True,38.424817003904586,6.575182996095414,79504:089:0028
4,5,Volkswagen ID.3,False,True,45.0,0.0,79504:089:0028
5,6,Volkswagen ID.3,False,True,45.0,0.0,79504:089:0028
6,7,Volkswagen ID.3,True,False,45.0,0.0,79514:010:0004
7,8,Volkswagen ID.3,False,True,37.981152200897405,7.018847799102595,79514:010:0004
8,9,Volkswagen ID.3,True,False,45.0,0.0,79514:010:0004
9,10,Volkswagen ID.3,True,False,34.058751055478055,0.0,79514:010:0004
10,11,Volkswagen ID.3,False,True,33.253751055478055,7.200000000000003,79514:010:0004
11,12,Volkswagen ID.3,True,False,40.45375105547806,0.0,79514:010:0004
12,13,Volkswagen ID.3,True,False,28.930599093476182,0.0,79514:010:0004
13,14,Volkswagen ID.3,True,False,28.125599093476183,0.0,79514:010:0004
14,15,Volkswagen ID.3,False,True,24.181425141120155,7.199999999999999,79514:010:0004
15,16,Volkswagen ID.3,True,False,31.381425141120154,0.0,79514:010:0004
16,17,Volkswagen ID.3,False,True,27.033191576657693,7.200000000000003,79514:010:0004
17,18,Volkswagen ID.3,True,False,34.233191576657696,0.0,79514:010:0004
18,19,Volkswagen ID.3,True,False,33.428191576657696,0.0,79504:089:0028
19,20,Volkswagen ID.3,False,True,25.484758041438884,7.199999999999999,79504:089:0028
20,21,Volkswagen ID.3,True,False,32.68475804143888,0.0,79504:089:0028
21,22,Volkswagen ID.3,False,True,25.124514719327635,7.200000000000003,79504:089:0028
22,23,Volkswagen ID.3,False,True,32.32451471932764,7.200000000000003,79504:089:0028
23,24,Volkswagen ID.3,True,False,39.52451471932764,0.0,79504:089:0028
0,1,Nissan Leaf e+,False,True,36.25,6.600000000000001,79516:018:0241
1,2,Nissan Leaf e+,False,True,42.85,6.600000000000001,79516:018:0241
2,3,Nissan Leaf e+,True,False,49.45,0.0,79516:018:0241
3,4,Nissan Leaf e+,False,True,45.38244008589192,6.600000000000001,79516:018:0241
4,5,Nissan Leaf e+,False,True,51.98244008589192,4.017559914108077,79516:018:0241
5,6,Nissan Leaf e+,True,False,56.0,0.0,79516:018:0241
6,7,Nissan Leaf e+,False,True,55.14,0.8599999999999994,79507:045:0026
7,8,Nissan Leaf e+,True,False,56.0,0.0,79507:045:0026
8,9,Nissan Leaf e+,True,False,50.074783924283594,0.0,79507:045:0026
9,10,Nissan Leaf e+,False,True,38.439269280277045,6.600000000000001,79507:045:0026
10,11,Nissan Leaf e+,False,True,45.03926928027705,6.600000000000001,79507:045:0026
11,12,Nissan Leaf e+,False,True,51.63926928027705,4.360730719722952,79507:045:0026
12,13,Nissan Leaf e+,False,True,56.0,0.0,79507:045:0026
13,14,Nissan Leaf e+,False,True,56.0,0.0,79507:045:0026
14,15,Nissan Leaf e+,True,False,56.0,0.0,79507:045:0026
15,16,Nissan Leaf e+,True,False,42.86952643045322,0.0,79507:045:0026
16,17,Nissan Leaf e+,False,True,40.91401559782561,6.600000000000001,79507:045:0026
17,18,Nissan Leaf e+,True,False,47.51401559782561,0.0,79507:045:0026
18,19,Nissan Leaf e+,True,False,45.67528646279737,0.0,79516:018:0241
19,20,Nissan Leaf e+,True,False,37.85935555326278,0.0,79516:018:0241
20,21,Nissan Leaf e+,False,True,32.99151509278314,6.600000000000001,79516:018:0241
21,22,Nissan Leaf e+,False,True,39.59151509278314,6.600000000000001,79516:018:0241
22,23,Nissan Leaf e+,True,False,46.19151509278314,0.0,79516:018:0241
23,24,Nissan Leaf e+,False,True,42.285072861466844,6.600000000000001,79516:018:0241
0,1,Renault Zoe,True,False,36.25,0.0,79514:005:0036
1,2,Renault Zoe,False,True,25.614067310992667,15.385932689007333,79514:005:0036
2,3,Renault Zoe,False,True,41.0,0.0,79514:005:0036
3,4,Renault Zoe,False,True,41.0,0.0,79514:005:0036
4,5,Renault Zoe,False,True,41.0,0.0,79514:005:0036
5,6,Renault Zoe,False,True,41.0,0.0,79514:005:0036
6,7,Renault Zoe,True,False,41.0,0.0,79504:028:0015
7,8,Renault Zoe,True,False,33.94485566164083,0.0,79504:028:0015
8,9,Renault Zoe,True,False,26.461325272852434,0.0,79504:028:0015
9,10,Renault Zoe,False,True,23.691687464636665,17.308312535363335,79504:028:0015
10,11,Renault Zoe,True,False,41.0,0.0,79504:028:0015
11,12,Renault Zoe,False,True,36.78205758423051,4.2179424157694925,79504:028:0015
12,13,Renault Zoe,False,True,41.0,0.0,79504:028:0015
13,14,Renault Zoe,True,False,41.0,0.0,79504:028:0015
14,15,Renault Zoe,True,False,40.18,0.0,79504:028:0015
15,16,Renault Zoe,False,True,35.0405760820268,5.959423917973197,79504:028:0015
16,17,Renault Zoe,False,True,41.0,0.0,79504:028:0015
17,18,Renault Zoe,True,False,41.0,0.0,79504:028:0015
18,19,Renault Zoe,True,False,40.18,0.0,79514:005:0036
19,20,Renault Zoe,False,True,37.77102811633529,3.2289718836647125,79514:005:0036
20,21,Renault Zoe,False,True,41.0,0.0,79514:005:0036
21,22,Renault Zoe,False,True,41.0,0.0,79514:005:0036
22,23,Renault Zoe,False,True,41.0,0.0,79514:005:0036
23,24,Renault Zoe,False,True,41.0,0.0,79514:005:0036
0,1,Volkswagen ID.3,True,False,36.25,0.0,79517:092:0005
1,2,Volkswagen ID.3,False,True,35.445,7.200000000000003,79517:092:0005
2,3,Volkswagen ID.3,False,True,42.645,2.354999999999997,79517:092:0005
3,4,Volkswagen ID.3,False,True,45.0,0.0,79517:092:0005
4,5,Volkswagen ID.3,False,True,45.0,0.0,79517:092:0005
5,6,Volkswagen ID.3,False,True,45.0,0.0,79517:092:0005
6,7,Volkswagen ID.3,False,True,45.0,0.0,79504:028:0015
7,8,Volkswagen ID.3,True,False,45.0,0.0,79504:028:0015
8,9,Volkswagen ID.3,True,False,35.62883256757709,0.0,79504:028:0015
9,10,Volkswagen ID.3,True,False,29.181415390202364,0.0,79504:028:0015
10,11,Volkswagen ID.3,False,True,28.376415390202364,7.199999999999999,79504:028:0015
11,12,Volkswagen ID.3,True,False,35.576415390202364,0.0,79504:028:0015
12,13,Volkswagen ID.3,True,False,27.28974711523764,0.0,79504:028:0015
13,14,Volkswagen ID.3,False,True,26.417252376461985,7.199999999999999,79504:028:0015
14,15,Volkswagen ID.3,False,True,33.617252376461984,7.200000000000003,79504:028:0015
15,16,Volkswagen ID.3,True,False,40.81725237646199,0.0,79504:028:0015
16,17,Volkswagen ID.3,True,False,32.239561816274744,0.0,79504:028:0015
17,18,Volkswagen ID.3,False,True,17.749561816274742,7.199999999999999,79504:028:0015
18,19,Volkswagen ID.3,False,True,24.94956181627474,7.199999999999999,79517:092:0005
19,20,Volkswagen ID.3,True,False,32.14956181627474,0.0,79517:092:0005
20,21,Volkswagen ID.3,False,True,20.94583404807415,7.199999999999999,79517:092:0005
21,22,Volkswagen ID.3,False,True,28.14583404807415,7.200000000000003,79517:092:0005
22,23,Volkswagen ID.3,True,False,35.34583404807415,0.0,79517:092:0005
23,24,Volkswagen ID.3,True,False,27.7227921825084,0.0,79517:092:0005
0,1,Nissan Leaf e+,False,True,36.25,6.600000000000001,79510:020:0003
1,2,Nissan Leaf e+,False,True,42.85,6.600000000000001,79510:020:0003
2,3,Nissan Leaf e+,False,True,49.45,6.549999999999997,79510:020:0003
3,4,Nissan Leaf e+,False,True,56.0,0.0,79510:020:0003
4,5,Nissan Leaf e+,False,True,56.0,0.0,79510:020:0003
5,6,Nissan Leaf e+,False,True,56.0,0.0,79510:020:0003
6,7,Nissan Leaf e+,False,True,56.0,0.0,79515:005:0004
7,8,Nissan Leaf e+,False,True,56.0,0.0,79515:005:0004
8,9,Nissan Leaf e+,True,False,56.0,0.0,79515:005:0004
9,10,Nissan Leaf e+,True,False,40.54189726598145,0.0,79515:005:0004
10,11,Nissan Leaf e+,False,True,37.796288842484415,6.600000000000001,79515:005:0004
11,12,Nissan Leaf e+,False,True,44.39628884248442,6.600000000000001,79515:005:0004
12,13,Nissan Leaf e+,False,True,50.99628884248442,5.003711157515582,79515:005:0004
13,14,Nissan Leaf e+,False,True,56.0,0.0,79515:005:0004
14,15,Nissan Leaf e+,False,True,56.0,0.0,79515:005:0004
15,16,Nissan Leaf e+,False,True,56.0,0.0,79515:005:0004
16,17,Nissan Leaf e+,True,False,56.0,0.0,79515:005:0004
17,18,Nissan Leaf e+,True,False,48.08328347895767,0.0,79515:005:0004
18,19,Nissan Leaf e+,False,True,46.829806832716486,6.600000000000001,79510:020:0003
19,20,Nissan Leaf e+,True,False,53.42980683271649,0.0,79510:020:0003
20,21,Nissan Leaf e+,False,True,50.07216283344986,5.927837166550141,79510:020:0003
21,22,Nissan Leaf e+,True,False,56.0,0.0,79510:020:0003
22,23,Nissan Leaf e+,False,True,45.68390057381095,6.600000000000001,79510:020:0003
23,24,Nissan Leaf e+,False,True,52.28390057381095,3.7160994261890465,79510:020:0003
0,1,Renault Zoe,False,True,36.25,4.75,79501:002:0011
1,2,Renault Zoe,False,True,41.0,0.0,79501:002:0011
2,3,Renault Zoe,False,True,41.0,0.0,79501:002:0011
3,4,Renault Zoe,False,True,41.0,0.0,79501:002:0011
4,5,Renault Zoe,False,True,41.0,0.0,79501:002:0011
5,6,Renault Zoe,True,False,41.0,0.0,79501:002:0011
6,7,Renault Zoe,True,False,38.82471584566395,0.0,79504:089:0018
7,8,Renault Zoe,True,False,27.57731247900776,0.0,79504:089:0018
8,9,Renault Zoe,True,False,26.75731247900776,0.0,79504:089:0018
9,10,Renault Zoe,False,True,21.217891721091146,19.782108278908854,79504:089:0018
10,11,Renault Zoe,False,True,41.0,0.0,79504:089:0018
11,12,Renault Zoe,True,False,41.0,0.0,79504:089:0018
12,13,Renault Zoe,False,True,32.173794304579076,8.826205695420924,79504:089:0018
13,14,Renault Zoe,True,False,41.0,0.0,79504:089:0018
14,15,Renault Zoe,False,True,36.60505780545842,4.394942194541578,79504:089:0018
15,16,Renault Zoe,True,False,41.0,0.0,79504:089:0018
16,17,Renault Zoe,True,False,34.5708024789382,0.0,79504:089:0018
17,18,Renault Zoe,False,True,21.469512800082473,19.530487199917527,79504:089:0018
18,19,Renault Zoe,False,True,41.0,0.0,79501:002:0011
19,20,Renault Zoe,False,True,41.0,0.0,79501:002:0011
20,21,Renault Zoe,False,True,41.0,0.0,79501:002:0011
21,22,Renault Zoe,True,False,41.0,0.0,79501:002:0011
22,23,Renault Zoe,False,True,38.98491989227428,2.0150801077257228,79501:002:0011
23,24,Renault Zoe,True,False,41.0,0.0,79501:002:0011
0,1,Tesla Model S,False,True,36.25,16.5,79516:018:0028
1,2,Tesla Model S,True,False,52.75,0.0,79516:018:0028
2,3,Tesla Model S,False,True,48.91084281057325,16.500000000000007,79516:018:0028
3,4,Tesla Model S,True,False,65.41084281057326,0.0,79516:018:0028
4,5,Tesla Model S,False,True,64.05883455280605,8.441165447193953,79516:018:0028
5,6,Tesla Model S,False,True,72.5,0.0,79516:018:0028
6,7,Tesla Model S,True,False,72.5,0.0,79510:034:0016
7,8,Tesla Model S,True,False,71.625,0.0,79510:034:0016
8,9,Tesla Model S,True,False,70.75,0.0,79510:034:0016
9,10,Tesla Model S,False,True,66.20719714603263,6.292802853967373,79510:034:0016
10,11,Tesla Model S,True,False,72.5,0.0,79510:034:0016
11,12,Tesla Model S,True,False,71.625,0.0,79510:034:0016
12,13,Tesla Model S,False,True,64.76276918724602,7.737230812753978,79510:034:0016
13,14,Tesla Model S,False,True,72.5,0.0,79510:034:0016
14,15,Tesla Model S,True,False,72.5,0.0,79510:034:0016
15,16,Tesla Model S,False,True,58.036225003796616,14.463774996203384,79510:034:0016
16,17,Tesla Model S,False,True,72.5,0.0,79510:034:0016
17,18,Tesla Model S,False,True,72.5,0.0,79510:034:0016
18,19,Tesla Model S,True,False,72.5,0.0,79516:018:0028
19,20,Tesla Model S,False,True,71.625,0.875,79516:018:0028
20,21,Tesla Model S,False,True,72.5,0.0,79516:018:0028
21,22,Tesla Model S,True,False,72.5,0.0,79516:018:0028
22,23,Tesla Model S,True,False,65.65363100290452,0.0,79516:018:0028
23,24,Tesla Model S,True,False,53.408656837762905,0.0,79516:018:0028
0,1,Renault Zoe,False,True,36.25,4.75,79510:032:0005
1,2,Renault Zoe,False,True,41.0,0.0,79510:032:0005
2,3,Renault Zoe,False,True,41.0,0.0,79510:032:0005
3,4,Renault Zoe,False,True,41.0,0.0,79510:032:0005
4,5,Renault Zoe,False,True,41.0,0.0,79510:032:0005
5,6,Renault Zoe,False,True,41.0,0.0,79510:032:0005
6,7,Renault Zoe,True,False,41.0,0.0,79503:001:0074
7,8,Renault Zoe,True,False,35.417415870735525,0.0,79503:001:0074
8,9,Renault Zoe,True,False,34.24105308820716,0.0,79503:001:0074
9,10,Renault Zoe,True,False,28.475612443527364,0.0,79503:001:0074
10,11,Renault Zoe,False,True,17.688551524750487,22.0,79503:001:0074
11,12,Renault Zoe,True,False,39.68855152475049,0.0,79503:001:0074
12,13,Renault Zoe,False,True,33.56683775437911,7.433162245620892,79503:001:0074
13,14,Renault Zoe,False,True,41.0,0.0,79503:001:0074
14,15,Renault Zoe,False,True,41.0,0.0,79503:001:0074
15,16,Renault Zoe,True,False,41.0,0.0,79503:001:0074
16,17,Renault Zoe,False,True,37.75308583566503,3.2469141643349673,79503:001:0074
17,18,Renault Zoe,False,True,41.0,0.0,79503:001:0074
18,19,Renault Zoe,True,False,41.0,0.0,79510:032:0005
19,20,Renault Zoe,True,False,40.18,0.0,79510:032:0005
20,21,Renault Zoe,False,True,39.36,1.6400000000000006,79510:032:0005
21,22,Renault Zoe,True,False,41.0,0.0,79510:032:0005
22,23,Renault Zoe,True,False,38.42619558626991,0.0,79510:032:0005
23,24,Renault Zoe,True,False,35.417118414874246,0.0,79510:032:0005
0,1,Tesla Model S,False,True,36.25,16.5,79502:018:0009
1,2,Tesla Model S,False,True,52.75,16.5,79502:018:0009
2,3,Tesla Model S,False,True,69.25,3.25,79502:018:0009
3,4,Tesla Model S,False,True,72.5,0.0,79502:018:0009
4,5,Tesla Model S,False,True,72.5,0.0,79502:018:0009
5,6,Tesla Model S,False,True,72.5,0.0,79502:018:0009
6,7,Tesla Model S,True,False,72.5,0.0,79504:053:0019
7,8,Tesla Model S,True,False,70.0325239791226,0.0,79504:053:0019
8,9,Tesla Model S,True,False,67.24937279452463,0.0,79504:053:0019
9,10,Tesla Model S,False,True,61.42825814451925,11.071741855480752,79504:053:0019
10,11,Tesla Model S,False,True,72.5,0.0,79504:053:0019
11,12,Tesla Model S,False,True,72.5,0.0,79504:053:0019
12,13,Tesla Model S,False,True,72.5,0.0,79504:053:0019
13,14,Tesla Model S,False,True,72.5,0.0,79504:053:0019
14,15,Tesla Model S,False,True,72.5,0.0,79504:053:0019
15,16,Tesla Model S,False,True,72.5,0.0,79504:053:0019
16,17,Tesla Model S,False,True,72.5,0.0,79504:053:0019
17,18,Tesla Model S,True,False,72.5,0.0,79504:053:0019
18,19,Tesla Model S,True,False,68.3567315746473,0.0,79502:018:0009
19,20,Tesla Model S,False,True,58.178530278217096,14.321469721782904,79502:018:0009
20,21,Tesla Model S,True,False,72.5,0.0,79502:018:0009
21,22,Tesla Model S,False,True,66.33977449406497,6.160225505935031,79502:018:0009
22,23,Tesla Model S,False,True,72.5,0.0,79502:018:0009
23,24,Tesla Model S,True,False,72.5,0.0,79502:018:0009
0,1,Tesla Model S,False,True,36.25,16.5,79514:016:0004
1,2,Tesla Model S,False,True,52.75,16.5,79514:016:0004
2,3,Tesla Model S,False,True,69.25,3.25,79514:016:0004
3,4,Tesla Model S,False,True,72.5,0.0,79514:016:0004
4,5,Tesla Model S,False,True,72.5,0.0,79514:016:0004
5,6,Tesla Model S,True,False,72.5,0.0,79514:016:0004
6,7,Tesla Model S,True,False,68.5888372240211,0.0,79502:034:0030
7,8,Tesla Model S,True,False,56.98962725412116,0.0,79502:034:0030
8,9,Tesla Model S,True,False,56.11462725412116,0.0,79502:034:0030
9,10,Tesla Model S,True,False,55.23962725412116,0.0,79502:034:0030
10,11,Tesla Model S,False,True,45.02617580595041,16.5,79502:034:0030
11,12,Tesla Model S,False,True,61.52617580595041,10.973824194049591,79502:034:0030
12,13,Tesla Model S,True,False,72.5,0.0,79502:034:0030
13,14,Tesla Model S,False,True,64.9203701244423,7.5796298755577,79502:034:0030
14,15,Tesla Model S,False,True,72.5,0.0,79502:034:0030
15,16,Tesla Model S,True,False,72.5,0.0,79502:034:0030
16,17,Tesla Model S,True,False,68.39921106799821,0.0,79502:034:0030
17,18,Tesla Model S,False,True,59.08297285789346,13.41702714210654,79502:034:0030
18,19,Tesla Model S,False,True,72.5,0.0,79514:016:0004
19,20,Tesla Model S,True,False,72.5,0.0,79514:016:0004
20,21,Tesla Model S,True,False,59.35931256457985,0.0,79514:016:0004
21,22,Tesla Model S,False,True,56.159187522963016,16.340812477036984,79514:016:0004
22,23,Tesla Model S,False,True,72.5,0.0,79514:016:0004
23,24,Tesla Model S,True,False,72.5,0.0,79514:016:0004
0,1,Tesla Model S,False,True,36.25,16.5,79510:014:0020
1,2,Tesla Model S,False,True,52.75,16.5,79510:014:0020
2,3,Tesla Model S,True,False,69.25,0.0,79510:014:0020
3,4,Tesla Model S,False,True,64.0109776556491,8.4890223443509,79510:014:0020
4,5,Tesla Model S,False,True,72.5,0.0,79510:014:0020
5,6,Tesla Model S,False,True,72.5,0.0,79510:014:0020
6,7,Tesla Model S,True,False,72.5,0.0,79504:028:0015
7,8,Tesla Model S,False,True,67.31407837582134,5.185921624178661,79504:028:0015
8,9,Tesla Model S,True,False,72.5,0.0,79504:028:0015
9,10,Tesla Model S,False,True,71.625,0.875,79504:028:0015
10,11,Tesla Model S,False,True,72.5,0.0,79504:028:0015
11,12,Tesla Model S,False,True,72.5,0.0,79504:028:0015
12,13,Tesla Model S,False,True,72.5,0.0,79504:028:0015
13,14,Tesla Model S,False,True,72.5,0.0,79504:028:0015
14,15,Tesla Model S,True,False,72.5,0.0,79504:028:0015
15,16,Tesla Model S,False,True,60.94056660588765,11.559433394112347,79504:028:0015
16,17,Tesla Model S,False,True,72.5,0.0,79504:028:0015
17,18,Tesla Model S,True,False,72.5,0.0,79504:028:0015
18,19,Tesla Model S,True,False,56.75,0.0,79510:014:0020
19,20,Tesla Model S,False,True,50.58518988059701,16.499999999999993,79510:014:0020
20,21,Tesla Model S,True,False,67.085189880597,0.0,79510:014:0020
21,22,Tesla Model S,False,True,57.6201178122167,14.879882187783302,79510:014:0020
22,23,Tesla Model S,False,True,72.5,0.0,79510:014:0020
23,24,Tesla Model S,True,False,72.5,0.0,79510:014:0020
0,1,Renault Zoe,False,True,36.25,4.75,79509:015:0010
1,2,Renault Zoe,False,True,41.0,0.0,79509:015:0010
2,3,Renault Zoe,False,True,41.0,0.0,79509:015:0010
3,4,Renault Zoe,False,True,41.0,0.0,79509:015:0010
4,5,Renault Zoe,False,True,41.0,0.0,79509:015:0010
5,6,Renault Zoe,False,True,41.0,0.0,79509:015:0010
6,7,Renault Zoe,False,True,41.0,0.0,79507:033:0029
7,8,Renault Zoe,True,False,41.0,0.0,79507:033:0029
8,9,Renault Zoe,True,False,35.84663345319614,0.0,79507:033:0029
9,10,Renault Zoe,True,False,27.602135826252443,0.0,79507:033:0029
10,11,Renault Zoe,False,True,25.142981143910305,15.857018856089695,79507:033:0029
11,12,Renault Zoe,False,True,41.0,0.0,79507:033:0029
12,13,Renault Zoe,False,True,41.0,0.0,79507:033:0029
13,14,Renault Zoe,False,True,41.0,0.0,79507:033:0029
14,15,Renault Zoe,False,True,41.0,0.0,79507:033:0029
15,16,Renault Zoe,False,True,41.0,0.0,79507:033:0029
16,17,Renault Zoe,False,True,41.0,0.0,79507:033:0029
17,18,Renault Zoe,False,True,41.0,0.0,79507:033:0029
18,19,Renault Zoe,True,False,41.0,0.0,79509:015:0010
19,20,Renault Zoe,True,False,30.679008791261438,0.0,79509:015:0010
20,21,Renault Zoe,False,True,29.859008791261438,11.140991208738562,79509:015:0010
21,22,Renault Zoe,True,False,41.0,0.0,79509:015:0010
22,23,Renault Zoe,True,False,32.81074938712636,0.0,79509:015:0010
23,24,Renault Zoe,False,True,26.74834358294415,14.251656417055852,79509:015:0010
0,1,Volkswagen ID.3,False,True,36.25,7.200000000000003,79504:047:0014
1,2,Volkswagen ID.3,False,True,43.45,1.5499999999999972,79504:047:0014
2,3,Volkswagen ID.3,False,True,45.0,0.0,79504:047:0014
3,4,Volkswagen ID.3,False,True,45.0,0.0,79504:047:0014
4,5,Volkswagen ID.3,False,True,45.0,0.0,79504:047:0014
5,6,Volkswagen ID.3,True,False,45.0,0.0,79504:047:0014
6,7,Volkswagen ID.3,False,True,35.80961647248046,7.200000000000003,79501:002:0336
7,8,Volkswagen ID.3,True,False,43.00961647248046,0.0,79501:002:0336
8,9,Volkswagen ID.3,True,False,36.1496665790339,0.0,79501:002:0336
9,10,Volkswagen ID.3,False,True,35.3446665790339,7.200000000000003,79501:002:0336
10,11,Volkswagen ID.3,False,True,42.5446665790339,2.455333420966099,79501:002:0336
11,12,Volkswagen ID.3,False,True,45.0,0.0,79501:002:0336
12,13,Volkswagen ID.3,True,False,45.0,0.0,79501:002:0336
13,14,Volkswagen ID.3,False,True,36.377214002602784,7.200000000000003,79501:002:0336
14,15,Volkswagen ID.3,False,True,43.57721400260279,1.422785997397213,79501:002:0336
15,16,Volkswagen ID.3,True,False,45.0,0.0,79501:002:0336
16,17,Volkswagen ID.3,False,True,38.900174022060895,6.099825977939105,79501:002:0336
17,18,Volkswagen ID.3,False,True,45.0,0.0,79501:002:0336
18,19,Volkswagen ID.3,False,True,45.0,0.0,79504:047:0014
19,20,Volkswagen ID.3,False,True,45.0,0.0,79504:047:0014
20,21,Volkswagen ID.3,True,False,45.0,0.0,79504:047:0014
21,22,Volkswagen ID.3,True,False,40.32627343986063,0.0,79504:047:0014
22,23,Volkswagen ID.3,False,True,31.137441055322107,7.200000000000003,79504:047:0014
23,24,Volkswagen ID.3,True,False,38.33744105532211,0.0,79504:047:0014
0,1,Nissan Leaf e+,False,True,36.25,6.600000000000001,79517:039:0006
1,2,Nissan Leaf e+,True,False,42.85,0.0,79517:039:0006
2,3,Nissan Leaf e+,False,True,36.84481746859802,6.600000000000001,79517:039:0006
3,4,Nissan Leaf e+,False,True,43.444817468598025,6.600000000000001,79517:039:0006
4,5,Nissan Leaf e+,False,True,50.044817468598026,5.955182531401974,79517:039:0006
5,6,Nissan Leaf e+,False,True,56.0,0.0,79517:039:0006
6,7,Nissan Leaf e+,True,False,56.0,0.0,79508:024:0012
7,8,Nissan Leaf e+,True,False,54.47586130784993,0.0,79508:024:0012
8,9,Nissan Leaf e+,False,True,53.61586130784993,2.384138692150067,79508:024:0012
9,10,Nissan Leaf e+,True,False,56.0,0.0,79508:024:0012
10,11,Nissan Leaf e+,True,False,53.7004081083564,0.0,79508:024:0012
11,12,Nissan Leaf e+,False,True,42.865419418012266,6.600000000000001,79508:024:0012
12,13,Nissan Leaf e+,False,True,49.46541941801227,6.534580581987733,79508:024:0012
13,14,Nissan Leaf e+,False,True,56.0,0.0,79508:024:0012
14,15,Nissan Leaf e+,False,True,56.0,0.0,79508:024:0012
15,16,Nissan Leaf e+,True,False,56.0,0.0,79508:024:0012
16,17,Nissan Leaf e+,False,True,45.81034069512328,6.600000000000001,79508:024:0012
17,18,Nissan Leaf e+,True,False,52.41034069512328,0.0,79508:024:0012
18,19,Nissan Leaf e+,False,True,46.17555999876236,6.600000000000001,79517:039:0006
19,20,Nissan Leaf e+,False,True,52.77555999876236,3.224440001237639,79517:039:0006
20,21,Nissan Leaf e+,True,False,56.0,0.0,79517:039:0006
21,22,Nissan Leaf e+,False,True,47.39488788146684,6.600000000000001,79517:039:0006
22,23,Nissan Leaf e+,True,False,53.994887881466845,0.0,79517:039:0006
23,24,Nissan Leaf e+,False,True,53.134887881466845,2.8651121185331547,79517:039:0006
0,1,Tesla Model S,True,False,36.25,0.0,79504:076:0016
1,2,Tesla Model S,False,True,34.2319330538925,16.5,79504:076:0016
2,3,Tesla Model S,False,True,50.7319330538925,16.500000000000007,79504:076:0016
3,4,Tesla Model S,False,True,67.2319330538925,5.268066946107496,79504:076:0016
4,5,Tesla Model S,False,True,72.5,0.0,79504:076:0016
5,6,Tesla Model S,False,True,72.5,0.0,79504:076:0016
6,7,Tesla Model S,True,False,72.5,0.0,79502:003:0003
7,8,Tesla Model S,True,False,69.15991521854525,0.0,79502:003:0003
8,9,Tesla Model S,True,False,60.89212292110132,0.0,79502:003:0003
9,10,Tesla Model S,False,True,53.02008768602945,16.500000000000007,79502:003:0003
10,11,Tesla Model S,False,True,69.52008768602946,2.9799123139705443,79502:003:0003
